	source	target	weight
2460	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	1
2461	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	Acetyl-CoA carboxylase 2	1
2462	Acetyl-CoA carboxylase 2	Pyruvate carboxylase, mitochondrial	1
2463	Acetyl-CoA carboxylase 2	Acetyl-CoA carboxylase 1	1
2464	Acetyl-CoA carboxylase 2	Propionyl-CoA carboxylase alpha chain, mitochondrial	1
2465	Acetyl-CoA carboxylase 2	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	1
2466	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	Pyruvate carboxylase, mitochondrial	1
2467	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	Acetyl-CoA carboxylase 1	1
2468	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	Propionyl-CoA carboxylase alpha chain, mitochondrial	1
2469	Pyruvate carboxylase, mitochondrial	Acetyl-CoA carboxylase 1	1
2470	Pyruvate carboxylase, mitochondrial	Propionyl-CoA carboxylase alpha chain, mitochondrial	1
2471	Propionyl-CoA carboxylase alpha chain, mitochondrial	Acetyl-CoA carboxylase 1	1
2472	72 kDa type IV collagenase	Leukotriene A-4 hydrolase	1
2473	72 kDa type IV collagenase	B1 bradykinin receptor	1
2474	72 kDa type IV collagenase	Matrix metalloproteinase-9	1
2475	Matrix metalloproteinase-9	Leukotriene A-4 hydrolase	1
2476	Matrix metalloproteinase-9	B1 bradykinin receptor	1
2477	Leukotriene A-4 hydrolase	B1 bradykinin receptor	1
2478	Apoptosis regulator Bcl-2	Protein S100-A7	1
2479	Apoptosis regulator Bcl-2	Cystic fibrosis transmembrane conductance regulator	1
2480	Apoptosis regulator Bcl-2	Platelet glycoprotein Ib alpha chain	1
2481	Apoptosis regulator Bcl-2	Thrombomodulin	1
2482	Apoptosis regulator Bcl-2	Fatty acid-binding protein, intestinal	1
2483	Thrombomodulin	Protein S100-A7	1
2484	Thrombomodulin	Cystic fibrosis transmembrane conductance regulator	1
2485	Thrombomodulin	Platelet glycoprotein Ib alpha chain	1
2486	Thrombomodulin	Fatty acid-binding protein, intestinal	1
2487	Fatty acid-binding protein, intestinal	Protein S100-A7	1
2488	Fatty acid-binding protein, intestinal	Cystic fibrosis transmembrane conductance regulator	1
2489	Fatty acid-binding protein, intestinal	Platelet glycoprotein Ib alpha chain	1
2490	Cystic fibrosis transmembrane conductance regulator	Protein S100-A7	1
2491	Cystic fibrosis transmembrane conductance regulator	Platelet glycoprotein Ib alpha chain	1
2492	Platelet glycoprotein Ib alpha chain	Protein S100-A7	1
2493	Prostaglandin E2 receptor EP1 subtype	Prostaglandin D2 receptor 2	1
2494	Prostaglandin E2 receptor EP1 subtype	Tissue-type plasminogen activator	1
2495	Tissue-type plasminogen activator	Prostaglandin D2 receptor 2	1
2496	Prostaglandin D2 receptor 2	Lactoylglutathione lyase	1
2497	Prostaglandin D2 receptor 2	Aldo-keto reductase family 1 member C3	1
2498	Prostaglandin D2 receptor 2	Prostaglandin reductase 2	1
2499	Neuronal acetylcholine receptor subunit alpha-4	Beclin-1	1
2500	Neuronal acetylcholine receptor subunit alpha-4	ATP synthase subunit a	1
2501	ATP synthase subunit a	Beclin-1	1
2502	Dopamine D2 receptor	Troponin C, slow skeletal and cardiac muscles	1
2503	Dopamine D2 receptor	Neuron-specific vesicular protein calcyon	1
2504	Dopamine D2 receptor	Protein S100-A4	1
2505	Dopamine D2 receptor	Calmodulin	1
2506	Neuron-specific vesicular protein calcyon	Troponin C, slow skeletal and cardiac muscles	1
2507	Neuron-specific vesicular protein calcyon	Protein S100-A4	1
2508	Neuron-specific vesicular protein calcyon	Calmodulin	1
2509	Calmodulin	Eosinophil peroxidase	1
2510	Calmodulin	Myeloperoxidase	1
2511	Calmodulin	Calreticulin	1
2512	Calmodulin	Acetylserotonin O-methyltransferase	1
2513	Calmodulin	Nuclear receptor ROR-beta	1
2514	Calmodulin	Troponin C, slow skeletal and cardiac muscles	1
2515	Calmodulin	Protein S100-A4	1
2516	Troponin C, slow skeletal and cardiac muscles	Protein S100-A4	1
2517	Riboflavin kinase	Riboflavin synthase	1
2518	Riboflavin kinase	Flavin reductase (NADPH)	1
2519	Riboflavin synthase	Flavin reductase (NADPH)	1
2520	Tyrosine-protein kinase HCK	Heat shock protein HSP 90-alpha	1
2521	Tyrosine-protein kinase HCK	Ubiquitin-like modifier-activating enzyme 1	1
2522	Tyrosine-protein kinase HCK	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1
2523	Tyrosine-protein kinase HCK	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	1
2524	Tyrosine-protein kinase HCK	Actin, cytoplasmic 1	1
2525	Tyrosine-protein kinase HCK	Serine/threonine-protein kinase pim-1	1
2526	Tyrosine-protein kinase HCK	Casein kinase II subunit beta	1
2527	Tyrosine-protein kinase HCK	ATP synthase subunit alpha, mitochondrial	1
2528	Tyrosine-protein kinase HCK	ATP synthase subunit beta, mitochondrial	1
2529	Tyrosine-protein kinase HCK	RuvB-like 2	1
2530	Tyrosine-protein kinase HCK	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1
2531	Tyrosine-protein kinase HCK	UDP-glucuronosyltransferase 3A1	1
2532	Tyrosine-protein kinase HCK	HTH-type transcriptional regulator TtgR	1
2533	Tyrosine-protein kinase HCK	ATP synthase subunit gamma, mitochondrial	1
2534	Tyrosine-protein kinase HCK	Splicing factor 3B subunit 3	1
2535	Tyrosine-protein kinase HCK	Heat shock-related 70 kDa protein 2	1
2536	Tyrosine-protein kinase HCK	Eukaryotic translation initiation factor 3 subunit F	1
2537	Tyrosine-protein kinase HCK	Serine/threonine-protein kinase 17B	1
2538	Tyrosine-protein kinase HCK	CCAAT/enhancer-binding protein beta	1
2539	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Heat shock protein HSP 90-alpha	1
2540	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Ubiquitin-like modifier-activating enzyme 1	1
2541	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1
2542	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	1
2543	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Actin, cytoplasmic 1	1
2544	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Serine/threonine-protein kinase pim-1	1
2545	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Casein kinase II subunit beta	1
2546	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	ATP synthase subunit alpha, mitochondrial	1
2547	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	ATP synthase subunit beta, mitochondrial	1
2548	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	RuvB-like 2	1
2549	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1
2550	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	UDP-glucuronosyltransferase 3A1	1
2551	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	HTH-type transcriptional regulator TtgR	1
2552	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	ATP synthase subunit gamma, mitochondrial	1
2553	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Splicing factor 3B subunit 3	1
2554	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Heat shock-related 70 kDa protein 2	1
2555	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Eukaryotic translation initiation factor 3 subunit F	1
2556	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	Serine/threonine-protein kinase 17B	1
2557	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	CCAAT/enhancer-binding protein beta	1
2558	UDP-glucuronosyltransferase 3A1	Heat shock protein HSP 90-alpha	1
2559	UDP-glucuronosyltransferase 3A1	Ubiquitin-like modifier-activating enzyme 1	1
2560	UDP-glucuronosyltransferase 3A1	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1
2561	UDP-glucuronosyltransferase 3A1	Actin, cytoplasmic 1	1
2562	UDP-glucuronosyltransferase 3A1	Serine/threonine-protein kinase pim-1	1
2563	UDP-glucuronosyltransferase 3A1	Casein kinase II subunit beta	1
2564	UDP-glucuronosyltransferase 3A1	ATP synthase subunit alpha, mitochondrial	1
2565	UDP-glucuronosyltransferase 3A1	ATP synthase subunit beta, mitochondrial	1
2566	UDP-glucuronosyltransferase 3A1	RuvB-like 2	1
2567	UDP-glucuronosyltransferase 3A1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1
2568	UDP-glucuronosyltransferase 3A1	HTH-type transcriptional regulator TtgR	1
2569	UDP-glucuronosyltransferase 3A1	ATP synthase subunit gamma, mitochondrial	1
2570	UDP-glucuronosyltransferase 3A1	Splicing factor 3B subunit 3	1
2571	UDP-glucuronosyltransferase 3A1	Heat shock-related 70 kDa protein 2	1
2572	UDP-glucuronosyltransferase 3A1	Eukaryotic translation initiation factor 3 subunit F	1
2573	UDP-glucuronosyltransferase 3A1	Serine/threonine-protein kinase 17B	1
2574	UDP-glucuronosyltransferase 3A1	CCAAT/enhancer-binding protein beta	1
2575	ATP synthase subunit alpha, mitochondrial	Anamorsin homolog	1
2576	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L23a	1
2577	ATP synthase subunit alpha, mitochondrial	Calpastatin	1
2578	ATP synthase subunit alpha, mitochondrial	DnaJ protein, putative	1
2579	ATP synthase subunit alpha, mitochondrial	Lysophospholipase, putative	1
2580	ATP synthase subunit alpha, mitochondrial	Tubulin beta chain	1
2581	ATP synthase subunit alpha, mitochondrial	Casein kinase II subunit beta	1
2582	ATP synthase subunit alpha, mitochondrial	Serine repeat antigen 5	1
2583	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L10, putative	1
2584	ATP synthase subunit alpha, mitochondrial	Profilin-1	1
2585	ATP synthase subunit alpha, mitochondrial	Galectin-1	1
2586	ATP synthase subunit alpha, mitochondrial	Spliceosome RNA helicase DDX39B	1
2587	ATP synthase subunit alpha, mitochondrial	Puromycin-sensitive aminopeptidase	1
2588	ATP synthase subunit alpha, mitochondrial	Alpha-ketoglutarate-dependent dioxygenase FTO	1
2589	ATP synthase subunit alpha, mitochondrial	Merozoite surface protein 1	1
2590	ATP synthase subunit alpha, mitochondrial	T-complex protein 1 subunit eta	1
2591	ATP synthase subunit alpha, mitochondrial	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	1
2592	ATP synthase subunit alpha, mitochondrial	P-type Ca2+-transporting ATPase	1
2593	ATP synthase subunit alpha, mitochondrial	Probable ATP-dependent RNA helicase DDX5	1
2594	ATP synthase subunit alpha, mitochondrial	S-adenosylmethionine synthase	1
2595	ATP synthase subunit alpha, mitochondrial	Heterogeneous nuclear ribonucleoproteins A2/B1	1
2596	ATP synthase subunit alpha, mitochondrial	Heat shock cognate 71 kDa protein	1
2597	ATP synthase subunit alpha, mitochondrial	Plasmepsin-2	1
2598	ATP synthase subunit alpha, mitochondrial	Fructose-bisphosphate aldolase A	1
2599	ATP synthase subunit alpha, mitochondrial	40S ribosomal protein S3	1
2600	ATP synthase subunit alpha, mitochondrial	Enolase	1
2601	ATP synthase subunit alpha, mitochondrial	Aspartate carbamoyltransferase	1
2602	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L30e, putative	1
2603	ATP synthase subunit alpha, mitochondrial	Adenosylhomocysteinase	1
2604	ATP synthase subunit alpha, mitochondrial	Cytochrome c	1
2605	ATP synthase subunit alpha, mitochondrial	Acyl-CoA synthetase	1
2606	ATP synthase subunit alpha, mitochondrial	Importin-7, putative	1
2607	ATP synthase subunit alpha, mitochondrial	Peptidyl-prolyl cis-trans isomerase A	1
2608	ATP synthase subunit alpha, mitochondrial	Serine hydroxymethyltransferase, mitochondrial	1
2609	ATP synthase subunit alpha, mitochondrial	40S ribosomal protein S21	1
2610	ATP synthase subunit alpha, mitochondrial	Dipeptidyl aminopeptidase 1	1
2611	ATP synthase subunit alpha, mitochondrial	Glucose-6-phosphate isomerase	1
2612	ATP synthase subunit alpha, mitochondrial	Heat shock protein 90	1
2613	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L27	1
2614	ATP synthase subunit alpha, mitochondrial	Heterogeneous nuclear ribonucleoprotein K	1
2615	ATP synthase subunit alpha, mitochondrial	RuvB-like 2	1
2616	ATP synthase subunit alpha, mitochondrial	Skeleton-binding protein 1	1
2617	ATP synthase subunit alpha, mitochondrial	Carbamoyl phosphate synthetase	1
2618	ATP synthase subunit alpha, mitochondrial	Insulinase, putative	1
2619	ATP synthase subunit alpha, mitochondrial	Phosphoribosylpyrophosphate synthetase	1
2620	ATP synthase subunit alpha, mitochondrial	Heat shock protein beta-1	1
2621	ATP synthase subunit alpha, mitochondrial	Heat shock-related 70 kDa protein 2	1
2622	ATP synthase subunit alpha, mitochondrial	Cofilin-1	1
2623	ATP synthase subunit alpha, mitochondrial	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	1
2624	ATP synthase subunit alpha, mitochondrial	Ornithine aminotransferase	1
2625	ATP synthase subunit alpha, mitochondrial	Sec62, putative	1
2626	ATP synthase subunit alpha, mitochondrial	Glutamine synthetase, putative	1
2627	ATP synthase subunit alpha, mitochondrial	Small nuclear ribonucleoprotein Sm D2	1
2628	ATP synthase subunit alpha, mitochondrial	Serine/threonine-protein kinase pim-1	1
2629	ATP synthase subunit alpha, mitochondrial	Autophagy-related protein 18, putative	1
2630	ATP synthase subunit alpha, mitochondrial	Alpha-aminoadipic semialdehyde dehydrogenase	1
2631	ATP synthase subunit alpha, mitochondrial	Signal recognition particle 14 kDa protein	1
2632	ATP synthase subunit alpha, mitochondrial	Chaperone, putative	1
2633	ATP synthase subunit alpha, mitochondrial	Inner membrane complex sub-compartment protein 3	1
2634	ATP synthase subunit alpha, mitochondrial	ATP synthase subunit beta, mitochondrial	1
2635	ATP synthase subunit alpha, mitochondrial	Mature parasite-infected erythrocyte surface antigen	1
2636	ATP synthase subunit alpha, mitochondrial	Pyridoxal 5'-phosphate synthase subunit Pdx1	1
2637	ATP synthase subunit alpha, mitochondrial	Endoplasmin homolog, putative	1
2638	ATP synthase subunit alpha, mitochondrial	ATP synthase subunit gamma, mitochondrial	1
2639	ATP synthase subunit alpha, mitochondrial	Splicing factor 3B subunit 3	1
2640	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L3	1
2641	ATP synthase subunit alpha, mitochondrial	Vimentin	1
2642	ATP synthase subunit alpha, mitochondrial	Serine/arginine-rich splicing factor 4	1
2643	ATP synthase subunit alpha, mitochondrial	Nucleoside transporter 2	1
2644	ATP synthase subunit alpha, mitochondrial	Threonine--tRNA ligase	1
2645	ATP synthase subunit alpha, mitochondrial	Splicing factor 1	1
2646	ATP synthase subunit alpha, mitochondrial	High molecular weight rhoptry protein 2	1
2647	ATP synthase subunit alpha, mitochondrial	Dihydropyrimidinase-related protein 2	1
2648	ATP synthase subunit alpha, mitochondrial	Malate dehydrogenase, cytoplasmic	1
2649	ATP synthase subunit alpha, mitochondrial	Casein kinase 2, alpha subunit	1
2650	ATP synthase subunit alpha, mitochondrial	V-type proton ATPase catalytic subunit A	1
2651	ATP synthase subunit alpha, mitochondrial	Glucose-6-phosphate 1-dehydrogenase	1
2652	ATP synthase subunit alpha, mitochondrial	Plasmepsin IV	1
2653	ATP synthase subunit alpha, mitochondrial	Desmoplakin	1
2654	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L17, putative	1
2655	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L10	1
2656	ATP synthase subunit alpha, mitochondrial	Transgelin-2	1
2657	ATP synthase subunit alpha, mitochondrial	Calcium-transporting ATPase	1
2658	ATP synthase subunit alpha, mitochondrial	Spermidine synthase	1
2659	ATP synthase subunit alpha, mitochondrial	Eukaryotic translation initiation factor 3 subunit C	1
2660	ATP synthase subunit alpha, mitochondrial	Purine nucleotide phosphorylase, putative	1
2661	ATP synthase subunit alpha, mitochondrial	Cell division cycle protein 48 homologue,putative	1
2662	ATP synthase subunit alpha, mitochondrial	Hypoxanthine-guanine-xanthine phosphoribosyltransferase	1
2663	ATP synthase subunit alpha, mitochondrial	Methionine--tRNA ligase	1
2664	ATP synthase subunit alpha, mitochondrial	Phosphoethanolamine N-methyltransferase	1
2665	ATP synthase subunit alpha, mitochondrial	40S ribosomal protein S5	1
2666	ATP synthase subunit alpha, mitochondrial	Serine/threonine-protein kinase 17B	1
2667	ATP synthase subunit alpha, mitochondrial	Heat shock protein HSP 90-alpha	1
2668	ATP synthase subunit alpha, mitochondrial	60S ribosomal protein L24, putative	1
2669	ATP synthase subunit alpha, mitochondrial	L-lactate dehydrogenase	1
2670	ATP synthase subunit alpha, mitochondrial	L-lactate dehydrogenase B chain	1
2671	ATP synthase subunit alpha, mitochondrial	Hexokinase	1
2672	ATP synthase subunit alpha, mitochondrial	cAMP-dependent protein kinase regulatory subunit	1
2673	ATP synthase subunit alpha, mitochondrial	40S ribosomal protein S5, putative	1
2674	ATP synthase subunit alpha, mitochondrial	Filamin-A	1
